,Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,Hours physical restraint rate per 1000,Hours physical restraint,Total inpatient hours,Hours seclusion rate per 1000,Hours seclusion,Total inpatient hours,Discharged 2+ meds %,Discharged 2+ meds with justification,Discharged 2+ meds total,Post discharge continuing care plan %,Post discharge continuing care plan created,Total discharge patients,Continuing care plan sent to next provider %,Continuing care plan sent to next provider,Total continuing care plans,Alcohol Screen Complete %,Alcohol Screen Numerator,Alcohol Screen Denominator,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,Tobacco Use Screen %,TOB-2_Numerator,TOB-2/-2a_Denominator,TOB-2a_%,TOB-2a_Numerator,TOB-2/-2a__Denominator,PEoC_Assessed_Response,EHR Use,HIE_Response,Start_Date,End_Date,% Patients Follow Up Care within 30 days,FUH-30_Numerator,FUH-30_Denominator,% Patients Follow Up Care within 7 days for mental illness,FUH-7_Numerator,FUH-7_Denominator,FUH_Measure_Start_Date,FUH_Measure_End_Date,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,HCP_%,HCP_Numerator,HCP_Denominator,Flu_Season_Start_Date,Flu_Season_End_Date
1247,390032,ALLEGHENY VALLEY HOSPITAL,1301 CARLISLE ST ,NATRONA,PA,15065,Allegheny,28.38,6349.8,9321.0,0.67,149.85,9321,100.0,22,22,94.04%,426,453,91.39%,414,453,96.20%,557,579,99.48%,576,579,19.35%,60,310,17.42%,54,310,No,Paper or Other Form,No,01/01/2015,12/31/2015,52.46%,32,61,22.95%,14,61,07/01/2014,06/30/2015,96.49%,330,342,84,59,70,10/01/2015,03/31/2016
1248,390036,HERITAGE VALLEY BEAVER,1000 DUTCH RIDGE ROAD ,BEAVER,PA,15009,Beaver,0.02,4.0,10149.0,0.23,57.08,10149,70.83,17,24,91.59%,381,416,91.59%,381,416,93.17%,423,454,100.00%,470,470,95.89%,280,292,81.51%,238,292,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,46.67%,35,75,22.67%,17,75,07/01/2014,06/30/2015,87.07%,229,263,62,36,58,10/01/2015,03/31/2016
1249,390037,HERITAGE VALLEY SEWICKLEY,720 BLACKBURN ROAD ,SEWICKLEY,PA,15143,Allegheny,0.02,2.2,4888.0,0.0,0,4888,,Not Available,Not Available,66.93%,168,251,66.53%,167,251,94.92%,430,453,99.78%,454,455,65.17%,174,267,53.56%,143,267,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,64.10%,25,39,46.15%,18,39,07/01/2014,06/30/2015,87.23%,280,321,58,23,40,10/01/2015,03/31/2016
1250,390039,SOMERSET HOSPITAL,225 SOUTH CENTER AVENUE ,SOMERSET,PA,15501,Somerset,8.46,188.08,926.0,14.3,317.83,926,,Not Available,Not Available,99.07%,213,215,85.51%,242,283,11.78%,41,348,99.71%,346,347,95.29%,182,191,64.40%,123,191,No,Certified EHR Technology,Yes,01/01/2015,12/31/2015,44.93%,31,69,20.29%,14,69,07/01/2014,06/30/2015,86.73%,98,113,97,33,34,10/01/2015,03/31/2016
1251,390042,"WASHINGTON HOSPITAL, THE",155 WILSON AVENUE ,WASHINGTON,PA,15301,Washington,0.23,34.25,6126.0,0.14,20.75,6126,68.18,15,22,28.30%,90,318,27.99%,89,318,98.96%,474,479,98.96%,474,479,90.60%,289,319,37.62%,120,319,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,57.89%,44,76,28.95%,22,76,07/01/2014,06/30/2015,93.77%,271,289,63,24,38,10/01/2015,03/31/2016
1252,390044,READING HOSPITAL,6TH AVE AND SPRUCE ST ,WEST READING,PA,19611,Berks,1.99,558.35,11678.0,0.0,0,11678,71.79,28,39,86.95%,1113,1280,84.38%,1080,1280,97.62%,493,505,99.60%,503,505,31.06%,73,235,22.55%,53,235,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,52.10%,62,119,26.89%,32,119,07/01/2014,06/30/2015,99.08%,324,327,100,79,79,10/01/2015,03/31/2016
1253,390046,YORK HOSPITAL,1001 SOUTH GEORGE STREET ,YORK,PA,17403,York,0.06,29.47,19485.0,0.55,256.27,19485,70.0,21,30,81.92%,521,636,70.13%,446,636,96.60%,369,382,99.48%,381,383,27.96%,59,211,20.85%,44,211,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,53.78%,128,238,31.09%,74,238,07/01/2014,06/30/2015,96.38%,293,304,99,329,333,10/01/2015,03/31/2016
1254,390048,GEISINGER-LEWISTOWN HOSPITAL,400 HIGHLAND AVENUE ,LEWISTOWN,PA,17044,Mifflin,0.14,13.67,4026.0,0.06,6.1,4026,,Not Available,Not Available,82.57%,360,436,71.56%,312,436,54.19%,207,382,99.74%,380,381,62.07%,144,232,57.33%,133,232,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,69.05%,58,84,48.81%,41,84,07/01/2014,06/30/2015,93.46%,243,260,95,20,21,10/01/2015,03/31/2016
1255,390049,ST LUKE'S HOSPITAL BETHLEHEM,801 OSTRUM STREET ,BETHLEHEM,PA,18015,Northampton,0.18,26.26,6104.0,0.03,4.13,6104,30.56,11,36,44.65%,367,822,35.04%,288,822,88.71%,974,1098,99.19%,1100,1109,91.04%,488,536,44.78%,240,536,No,Paper or Other Form,Yes,01/01/2015,12/31/2015,52.76%,105,199,36.18%,72,199,07/01/2014,06/30/2015,86.50%,269,311,98,90,92,10/01/2015,03/31/2016
1256,390052,CLEARFIELD HOSPITAL,809 TURNPIKE AVE ,CLEARFIELD,PA,16830,Clearfield,0.0,0.0,1726.0,0.0,0,1726,,Not Available,Not Available,64.44%,116,180,63.89%,115,180,94.51%,86,91,98.90%,90,91,Not Available,Not Available,Not Available,0.00%,0,16,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,61.11%,11,18,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,94.32%,83,88,100,15,15,10/01/2015,03/31/2016
1257,390056,J C BLAIR MEMORIAL HOSPITAL,1225 WARM SPRINGS AVE ,HUNTINGDON,PA,16652,Huntingdon,0.09,5.12,2364.0,0.0,0,2364,,Not Available,Not Available,97.31%,326,335,91.94%,308,335,88.73%,244,275,99.64%,278,279,26.06%,49,188,20.74%,39,188,No,Paper or Other Form,No,01/01/2015,12/31/2015,70.83%,34,48,47.92%,23,48,07/01/2014,06/30/2015,98.97%,192,194,91,168,185,10/01/2015,03/31/2016
1258,390061,LANCASTER REGIONAL MEDICAL CENTER,250 COLLEGE AVENUE ,LANCASTER,PA,17604,Lancaster,0.21,34.62,6825.0,0.9,147.18,6825,93.75,15,16,88.36%,258,292,85.62%,250,292,98.18%,432,440,99.77%,442,443,88.62%,218,246,40.24%,99,246,No,Paper or Other Form,No,01/01/2015,12/31/2015,67.86%,19,28,42.86%,12,28,07/01/2014,06/30/2015,99.05%,314,317,66,31,47,10/01/2015,03/31/2016
1259,390070,LOWER BUCKS HOSPITAL,501 BATH ROAD ,BRISTOL,PA,19007,Bucks,0.14,26.25,8001.0,0.31,60.38,8001,,0,0,99.39%,485,488,98.57%,481,488,97.42%,792,813,99.51%,815,819,83.58%,341,408,60.54%,247,408,No,Paper or Other Form,No,01/01/2015,12/31/2015,59.23%,77,130,33.08%,43,130,07/01/2014,06/30/2015,98.32%,467,475,100,77,77,10/01/2015,03/31/2016
1260,390072,BERWICK HOSPITAL CENTER,701 EAST 16TH STREET ,BERWICK,PA,18603,Columbia,0.0,0.0,2498.0,0.0,0,2498,,Not Available,Not Available,100.00%,115,115,100.00%,115,115,100.00%,115,115,100.00%,115,115,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Paper or Other Form,No,01/01/2015,12/31/2015,54.55%,12,22,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,88.61%,70,79,Not Available,Not Available,Not Available,10/01/2015,03/31/2016
1261,390076,BRANDYWINE HOSPITAL,201 REECEVILLE ROAD ,COATESVILLE,PA,19320,Chester,0.0,0.0,1445.0,0.37,12.83,1445,,Not Available,Not Available,91.30%,126,138,91.30%,126,138,100.00%,143,143,97.87%,138,141,86.36%,19,22,50.00%,11,22,No,Paper or Other Form,No,01/01/2015,12/31/2015,66.67%,24,36,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,92.00%,69,75,87,143,164,10/01/2015,03/31/2016
1262,390091,UPMC NORTHWEST,100 FAIRFIELD DRIVE ,SENECA,PA,16346,Venango,0.25,32.58,5433.0,0.05,6.33,5433,84.62,11,13,100.00%,434,434,98.39%,427,434,99.78%,460,461,99.78%,457,458,70.50%,196,278,63.31%,176,278,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,61.90%,52,84,26.19%,22,84,07/01/2014,06/30/2015,95.54%,300,314,100,45,45,10/01/2015,03/31/2016
1263,390097,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,1648 HUNTINGDON PIKE ,MEADOWBROOK,PA,19046,Montgomery,0.0,0.0,3983.0,0.0,0,3983,,Not Available,Not Available,99.17%,360,363,95.32%,346,363,99.45%,180,181,100.00%,221,221,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Paper or Other Form,No,01/01/2015,12/31/2015,52.38%,11,21,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,92.53%,161,174,99,697,703,10/01/2015,03/31/2016
1264,390100,LANCASTER GENERAL HOSPITAL,555 NORTH DUKE STREET ,LANCASTER,PA,17602,Lancaster,0.2,58.5,12231.0,1.84,541.1,12231,,Not Available,Not Available,67.09%,210,313,51.44%,161,313,84.79%,697,822,99.64%,820,823,70.42%,319,453,52.10%,236,453,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,55.56%,55,99,28.28%,28,99,07/01/2014,06/30/2015,97.18%,207,213,99,92,93,10/01/2015,03/31/2016
1265,390110,CONEMAUGH MEMORIAL MEDICAL CENTER,1086 FRANKLIN STREET ,JOHNSTOWN,PA,15905,Cambria,0.11,11.18,4304.0,0.0,0,4304,88.89,24,27,97.34%,402,413,95.88%,396,413,97.05%,296,305,97.95%,334,341,67.39%,31,46,23.91%,11,46,Yes,Paper or Other Form,Yes,01/01/2015,12/31/2015,41.07%,23,56,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,91.72%,144,157,99,165,166,10/01/2015,03/31/2016
1266,390116,SUBURBAN COMMUNITY HOSPITAL,2701 DEKALB PIKE ,NORRISTOWN,PA,19401,Montgomery,0.19,4.0,875.0,0.0,0,875,,Not Available,Not Available,100.00%,82,82,100.00%,82,82,100.00%,66,66,100.00%,69,69,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,55.56%,15,27,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,100.00%,47,47,92,47,51,10/01/2015,03/31/2016
1267,390119,MOSES TAYLOR HOSPITAL,700 QUINCY AVENUE ,SCRANTON,PA,18510,Lackawanna,0.0,0.3,4924.0,0.09,10.7,4924,,Not Available,Not Available,100.00%,309,309,98.71%,305,309,100.00%,357,357,99.72%,355,356,83.82%,57,68,41.18%,28,68,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,71.29%,72,101,42.57%,43,101,07/01/2014,06/30/2015,100.00%,161,161,76,32,42,10/01/2015,03/31/2016
1268,390123,POTTSTOWN MEMORIAL MEDICAL CENTER,1600 EAST HIGH STREET AND ARMAND HAMMER BLVD ,POTTSTOWN,PA,19464,Montgomery,0.26,19.66,3202.0,0.0,0,3202,42.86,15,35,39.94%,131,328,37.50%,123,328,99.42%,515,518,99.22%,510,514,87.75%,222,253,12.25%,31,253,No,Certified EHR Technology,Yes,01/01/2015,12/31/2015,72.03%,85,118,42.37%,50,118,07/01/2014,06/30/2015,100.00%,303,303,84,37,44,10/01/2015,03/31/2016
1269,390133,LEHIGH VALLEY HOSPITAL,17TH AND CHEW STREET ,ALLENTOWN,PA,18105,Lehigh,1.7,782.87,19228.0,1.79,825.96,19228,,Not Available,Not Available,58.72%,404,688,52.62%,362,688,94.59%,367,388,99.22%,382,385,71.60%,116,162,36.42%,59,162,Yes,Paper or Other Form,Yes,01/01/2015,12/31/2015,62.59%,169,270,40.37%,109,270,07/01/2014,06/30/2015,23.68%,36,152,99,216,218,10/01/2015,03/31/2016
1270,390139,BRYN MAWR HOSPITAL,130 SOUTH BRYN MAWR AVE ,BRYN MAWR,PA,19010,Montgomery,1.55,252.68,6777.0,0.06,10,6777,,Not Available,Not Available,77.10%,202,262,71.76%,188,262,98.33%,530,539,99.07%,534,539,13.29%,23,173,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,74.80%,92,123,56.91%,70,123,07/01/2014,06/30/2015,64.41%,181,281,100,58,58,10/01/2015,03/31/2016
1271,390142,ALBERT EINSTEIN MEDICAL CENTER,5501 OLD YORK ROAD ,PHILADELPHIA,PA,19141,Philadelphia,1.7,647.65,15857.0,0.0,0,15857,,Not Available,Not Available,51.46%,212,412,15.05%,62,412,81.79%,467,571,94.55%,538,569,23.03%,73,317,20.82%,66,317,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,45.06%,73,162,22.22%,36,162,07/01/2014,06/30/2015,88.51%,285,322,100,140,140,10/01/2015,03/31/2016
1272,390146,WARREN GENERAL HOSPITAL,TWO CRESCENT PARK WEST ,WARREN,PA,16365,Warren,0.06,5.02,3283.0,0.11,8.86,3283,37.84,14,37,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,59.46%,176,296,99.66%,296,297,7.69%,12,156,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,69.64%,39,56,35.71%,20,56,07/01/2014,06/30/2015,86.36%,95,110,100,118,118,10/01/2015,03/31/2016
1273,390147,MONONGAHELA VALLEY HOSPITAL,1163 COUNTRY CLUB ROAD ,MONONGAHELA,PA,15063,Washington,1.0,120.89,5037.0,1.0,120.89,5037,96.94,95,98,99.70%,657,659,98.33%,648,659,99.62%,526,528,99.81%,528,529,55.42%,179,323,20.74%,67,323,No,Certified EHR Technology,Yes,01/01/2015,12/31/2015,42.62%,26,61,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,89.19%,99,111,58,362,620,10/01/2015,03/31/2016
1274,390150,WASHINGTON HEALTH SYSTEM GREENE,350 BONAR AVENUE ,WAYNESBURG,PA,15370,Greene,0.76,127.43,6981.0,0.01,1.17,6981,92.31,12,13,98.48%,649,659,98.33%,648,659,98.34%,592,602,99.83%,602,603,79.94%,275,344,41.57%,143,344,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,50.98%,26,51,25.49%,13,51,07/01/2014,06/30/2015,94.79%,291,307,55,23,42,10/01/2015,03/31/2016
1275,390151,CHAMBERSBURG HOSPITAL,112 NORTH SEVENTH STREET ,CHAMBERSBURG,PA,17201,Franklin,0.07,9.08,5500.0,0.0,0,5500,,Not Available,Not Available,92.07%,302,328,89.63%,294,328,99.01%,400,404,100.00%,406,406,81.71%,143,175,30.86%,54,175,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,69.05%,87,126,38.89%,49,126,07/01/2014,06/30/2015,99.68%,312,313,88,43,49,10/01/2015,03/31/2016
1276,390156,MERCY FITZGERALD HOSPITAL,LANSDOWNE & BAILY RDS ,DARBY,PA,19023,Delaware,0.89,228.13,10700.0,0.0,0,10700,100.0,19,19,92.16%,341,370,89.19%,330,370,98.81%,827,837,99.88%,817,818,82.29%,316,384,42.97%,165,384,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,58.86%,103,175,42.86%,75,175,07/01/2014,06/30/2015,98.49%,523,531,99,238,240,10/01/2015,03/31/2016
1277,390157,OHIO VALLEY GENERAL HOSPITAL,25 HECKEL ROAD ,MCKEES ROCKS,PA,15136,Allegheny,1.05,116.3,4598.0,0.57,62.6,4598,,Not Available,Not Available,90.08%,236,262,90.08%,236,262,93.50%,230,246,100.00%,259,259,29.51%,18,61,24.59%,15,61,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,55.17%,16,29,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,87.72%,50,57,98,44,45,10/01/2015,03/31/2016
1278,390162,EASTON HOSPITAL,250 SOUTH 21ST STREET ,EASTON,PA,18042,Northampton,0.97,17.65,760.0,0.0,0,760,,Not Available,Not Available,82.14%,69,84,53.57%,45,84,92.50%,74,80,100.00%,81,81,68.18%,15,22,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,98.48%,65,66,29,148,504,10/01/2015,03/31/2016
1279,390164,UPMC PRESBYTERIAN SHADYSIDE,200 LOTHROP STREET ,PITTSBURGH,PA,15213,Allegheny,0.29,764.73,108316.0,1.47,3833.58,108316,64.29,45,70,100.00%,1606,1606,98.44%,1581,1606,86.22%,3547,4114,48.08%,1978,4114,2.43%,48,1978,Not Available,Not Available,Not Available,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,57.20%,147,257,39.69%,102,257,07/01/2014,06/30/2015,0.62%,17,2736,93,2717,2920,10/01/2015,03/31/2016
1280,390168,BUTLER MEMORIAL HOSPITAL,ONE HOSPITAL WAY ,BUTLER,PA,16001,Butler,0.03,3.5,4561.0,0.0,0,4561,,Not Available,Not Available,96.44%,271,281,92.53%,260,281,100.00%,283,283,100.00%,281,281,93.75%,45,48,62.50%,30,48,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,100.00%,163,163,90,95,106,10/01/2015,03/31/2016
1281,390173,INDIANA REGIONAL MEDICAL CENTER,"835 HOSPITAL ROAD,  PO BOX 788 ",INDIANA,PA,15701,Indiana,5.55,436.52,3279.0,0.0,0,3279,36.36,20,55,70.25%,229,326,61.04%,199,326,99.68%,309,310,96.45%,299,310,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,72.22%,13,18,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,94.21%,114,121,89,25,28,10/01/2015,03/31/2016
1282,390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET ,PHILADELPHIA,PA,19107,Philadelphia,2.61,393.9,6299.0,2.3,347.78,6299,,Not Available,Not Available,100.00%,742,742,99.60%,739,742,92.92%,525,565,94.00%,533,567,77.91%,134,172,69.19%,119,172,Yes,Certified EHR Technology,No,01/01/2015,12/31/2015,50.42%,60,119,31.09%,37,119,07/01/2014,06/30/2015,98.19%,379,386,95,42,44,10/01/2015,03/31/2016
1283,390180,CROZER CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BOULEVARD ,UPLAND,PA,19013,Delaware,2.27,471.0,8657.0,6.39,1327,8657,,Not Available,Not Available,98.24%,335,341,98.24%,335,341,93.81%,424,452,99.15%,465,469,86.43%,242,280,40.36%,113,280,Yes,Paper or Other Form,Yes,01/01/2015,12/31/2015,54.60%,89,163,30.06%,49,163,07/01/2014,06/30/2015,98.11%,156,159,92,54,59,10/01/2015,03/31/2016
1284,390197,SACRED HEART HOSPITAL,421 CHEW STREET ,ALLENTOWN,PA,18102,Lehigh,0.23,49.95,9195.0,0.0,0,9195,82.14,23,28,99.46%,555,558,99.46%,555,558,99.61%,506,508,99.61%,506,508,89.11%,90,101,51.49%,52,101,No,Paper or Other Form,No,01/01/2015,12/31/2015,52.08%,50,96,22.92%,22,96,07/01/2014,06/30/2015,93.44%,228,244,100,57,57,10/01/2015,03/31/2016
1285,390201,POCONO MEDICAL CENTER,206 EAST BROWN STREET ,EAST STROUDSBURG,PA,18301,Monroe,1.6,217.6,5677.0,17.23,1149.55,2780,89.86,62,69,99.03%,508,513,92.01%,472,513,88.78%,364,410,95.34%,389,408,79.04%,181,229,63.76%,146,229,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,38.53%,42,109,21.10%,23,109,07/01/2014,06/30/2015,93.02%,120,129,85,34,40,10/01/2015,03/31/2016
1286,390223,PENN PRESBYTERIAN MEDICAL CENTER,51 NORTH 39TH STREET ,PHILADELPHIA,PA,19104,Philadelphia,0.0,0.0,6820.0,0.0,0,6820,,Not Available,Not Available,99.04%,206,208,79.33%,165,208,Not Available,Not Available,Not Available,93.83%,517,551,58.84%,223,379,48.55%,184,379,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,38.71%,24,62,20.97%,13,62,07/01/2014,06/30/2015,52.84%,149,282,79,3301,4164,10/01/2015,03/31/2016
1287,390225,EPHRATA COMMUNITY HOSPITAL,169 MARTIN AVENUE ,EPHRATA,PA,17522,Lancaster,0.0,0.0,273.0,45.94,301.03,273,,Not Available,Not Available,93.70%,253,270,59.26%,160,270,97.35%,184,189,100.00%,189,189,97.56%,80,82,62.20%,51,82,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,79.17%,19,24,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,100.00%,141,141,100,106,106,10/01/2015,03/31/2016
1288,390226,PENNSYLVANIA HOSPITAL,800 SPRUCE STREET ,PHILADELPHIA,PA,19107,Philadelphia,0.18,55.32,13049.0,0.54,169.14,13049,,Not Available,Not Available,89.46%,382,427,86.18%,368,427,97.95%,620,633,97.63%,618,633,16.67%,54,324,9.26%,30,324,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,53.64%,81,151,33.77%,51,151,07/01/2014,06/30/2015,93.68%,326,348,93,3302,3550,10/01/2015,03/31/2016
1289,390228,ST CLAIR HOSPITAL,1000 BOWER HILL ROAD ,PITTSBURGH,PA,15243,Allegheny,1.26,236.51,7812.0,0.38,71.75,7812,31.58,12,38,13.24%,38,287,12.20%,35,287,98.67%,520,527,97.74%,520,532,60.56%,152,251,9.56%,24,251,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,62.50%,50,80,36.25%,29,80,07/01/2014,06/30/2015,88.11%,126,143,79,270,342,10/01/2015,03/31/2016
1290,390231,ABINGTON MEMORIAL HOSPITAL,1200 OLD YORK ROAD ,ABINGTON,PA,19001,Montgomery,2.77,335.1,5041.0,0.83,101,5041,57.89,11,19,77.39%,219,283,76.68%,217,283,99.00%,298,301,99.34%,299,301,96.55%,56,58,82.76%,48,58,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,66.28%,57,86,39.53%,34,86,07/01/2014,06/30/2015,100.00%,199,199,100,33,33,10/01/2015,03/31/2016
1291,390265,JEFFERSON HOSPITAL,565 COAL VALLEY RD ,JEFFERSON HILLS,PA,15025,Allegheny,0.47,60.78,5361.0,0.0,.08,5361,,Not Available,Not Available,96.39%,240,249,93.57%,233,249,98.35%,417,424,100.00%,425,425,96.30%,208,216,41.20%,89,216,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,55.56%,35,63,30.16%,19,63,07/01/2014,06/30/2015,98.69%,151,153,50,24,48,10/01/2015,03/31/2016
1292,390267,FORBES HOSPITAL,2570 HAYMAKER ROAD ,MONROEVILLE,PA,15146,Allegheny,2.65,592.72,9322.0,1.55,346.78,9322,57.78,26,45,42.66%,340,797,37.77%,301,797,76.72%,534,696,97.13%,676,696,42.37%,136,321,4.67%,15,321,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,71.59%,63,88,40.91%,36,88,07/01/2014,06/30/2015,93.65%,236,252,72,33,46,10/01/2015,03/31/2016
1293,390268,MOUNT NITTANY MEDICAL CENTER,1800 EAST PARK AVE ,STATE COLLEGE,PA,16803,Centre,0.02,1.55,2943.0,0.06,4.28,2943,,Not Available,Not Available,88.74%,410,462,84.63%,391,462,100.00%,310,310,99.36%,310,312,88.46%,115,130,Not Available,Not Available,Not Available,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,64.44%,29,45,26.67%,12,45,07/01/2014,06/30/2015,95.74%,225,235,95,41,43,10/01/2015,03/31/2016
1294,390278,EAGLEVILLE HOSPITAL,100 EAGLEVILLE RD ,EAGLEVILLE,PA,19403,Montgomery,0.0,0.0,8214.0,0.0,0,8214,97.22,70,72,96.13%,621,646,60.06%,388,646,12.64%,70,554,92.35%,567,614,6.71%,11,164,Not Available,Not Available,Not Available,No,Paper or Other Form,No,01/01/2015,12/31/2015,52.86%,37,70,18.57%,13,70,07/01/2014,06/30/2015,91.42%,277,303,89,440,492,10/01/2015,03/31/2016
1295,390290,HAHNEMANN UNIVERSITY HOSPITAL,230 N BROAD ST ,PHILADELPHIA,PA,19102,Philadelphia,0.13,14.16,4429.0,0.0,0,4429,,Not Available,Not Available,100.00%,201,201,99.50%,201,202,98.37%,422,429,100.00%,432,432,44.19%,274,620,30.16%,187,620,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,33.33%,18,54,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,99.36%,156,157,98,99,101,10/01/2015,03/31/2016
1296,390304,ROXBOROUGH MEMORIAL HOSPITAL,5800 RIDGE AVE ,PHILADELPHIA,PA,19128,Philadelphia,0.0,0.0,2219.0,0.0,0,2219,,Not Available,Not Available,100.00%,272,272,100.00%,272,272,100.00%,483,483,99.79%,480,481,94.83%,55,58,79.31%,46,58,No,Paper or Other Form,No,01/01/2015,12/31/2015,37.50%,12,32,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,100.00%,226,226,100,61,61,10/01/2015,03/31/2016
1297,391312,PENN HIGHLANDS BROOKVILLE,100 HOSPITAL ROAD ,BROOKVILLE,PA,15825,Jefferson,,0.0,0.0,,0,0,,Not Available,Not Available,98.22%,221,225,95.11%,214,225,98.97%,193,195,99.49%,196,197,66.67%,16,24,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,52.38%,11,21,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,92.86%,78,84,96,22,23,10/01/2015,03/31/2016
1298,391313,CHARLES COLE MEMORIAL HOSPITAL,1001 EAST SECOND STREET ,COUDERSPORT,PA,16915,Potter,0.0,0.0,1958.0,0.0,0,1958,82.93,34,41,98.56%,137,139,98.56%,137,139,0.00%,0,136,99.26%,135,136,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,98.57%,69,70,100,15,15,10/01/2015,03/31/2016
1299,391315,PENN HIGHLANDS ELK,763 JOHNSONBURG ROAD ,SAINT MARYS,PA,15857,Elk,0.0,0.0,327.0,0.0,0,327,,Not Available,Not Available,100.00%,29,29,100.00%,29,29,100.00%,23,23,100.00%,23,23,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,100.00%,73,73,Not Available,Not Available,Not Available,10/01/2015,03/31/2016
1300,394001,NORRISTOWN STATE HOSPITAL,1001 STERIGERE STREET ,NORRISTOWN,PA,19401,Montgomery,0.0,0.34,92099.0,0.0,0,92099,100.0,28,28,93.64%,103,110,94.55%,104,110,0.00%,0,14,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,87.50%,14,16,51,351,682,10/01/2015,03/31/2016
